x	pi	mw	tpm
XP_010909195.1	9.227	27.34775	55.58347
XP_010915129.1	7.125	27.27171	285.9197
XP_010916885.1	6.218	51.27418	88.41878
XP_010908925.1	8.66	9.63918	309.6214
XP_010917205.1	5.707	23.737	73.93215
XP_010912059.1	5.959	38.32192	95.13796
XP_010921891.1	8.807	33.38376	105.1965
XP_010931329.1	8.199	15.02215	80.94262
XP_010939024.1	7.297	25.10712	69.39034
XP_010927695.1	8.222	29.07031	64.43314
XP_010925847.1	5.07	23.11013	95.10564
XP_010909184.1	6.536	51.84351	109.0998
XP_019706127.1	11.751	15.15947	229.6552
XP_010919493.1	6.122	55.71539	90.98979
XP_010932105.1	10.309	36.61394	55.63668
XP_019701383.1	7.978	21.78094	64.6527
XP_019706119.1	5.465	43.70805	157.1554
XP_010929954.1	6.581	21.40107	84.2044
XP_019701601.1	9.403	57.91232	80.77
XP_010923345.1	5.046	35.65831	60.72166
XP_010934749.1	5.699	69.8997	65.83506
XP_019705088.1	6.392	8.80411	63.81972
XP_010943337.1	9.69	11.95948	50.50056
XP_010934193.1	5.464	22.70374	89.47818
XP_010922646.1	8.317	19.26987	133.6261
XP_010907235.1	10.664	25.12886	185.7598
XP_010906626.1	5.552	15.26328	100.4793
XP_019701914.1	7.959	15.421	88.46523
XP_010925131.1	8.778	17.82566	82.63283
XP_010917433.1	10	41.07473	53.75608
XP_010916236.1	9.756	34.66942	50.59748
XP_010933554.1	9.884	56.19623	54.48772
XP_010917630.2	4.469	27.44325	60.60588
XP_010911625.1	4.625	14.7166	65.39256
XP_010908920.1	9.397	27.84147	217.978
XP_010939670.1	8.462	30.33039	81.36546
XP_010913296.1	4.983	15.86263	151.7311
XP_010924734.1	5.024	28.3507	117.74
XP_010920393.1	7.818	43.47013	125.4096
XP_010912028.1	9.826	20.27692	208.4693
XP_010933632.1	6.359	47.04381	433.29
XP_010938340.1	6.831	16.95455	507.9348
XP_010906831.1	5.837	28.69364	215.1412
XP_010915027.1	6.757	39.12288	73.78513
XP_019710513.1	7.185	24.37883	352.8809
XP_010941972.1	7.02	49.26364	65.79549
XP_010936690.1	8.408	16.96783	107.0469
XP_019702168.1	6.055	37.834	171.9426
XP_010922381.1	10.335	16.84674	67.11714
XP_010906476.1	8.316	59.34115	188.254
XP_010940324.1	8.566	65.10004	53.13996
XP_010943144.1	5.521	52.27179	98.62979
XP_010916973.1	8.54	50.30483	160.7263
XP_010929991.1	9.375	28.36935	50.427
XP_019703226.1	6.182	21.19416	59.81278
XP_010906169.1	8.719	23.61756	244.6377
XP_010906828.1	7.157	35.77043	54.43827
XP_010915768.1	9.113	24.32731	85.39673
XP_019707272.1	9.635	36.36151	61.55748
XP_010943125.1	8.102	14.51676	50.2747
XP_010940311.1	5.606	58.29259	74.59187
XP_010905911.1	6.039	18.05895	400.4032
XP_010941204.1	10.279	63.49321	81.50783
XP_010940664.2	9.081	44.31302	92.83386
XP_010943505.1	6.383	36.35489	113.3477
XP_010905526.1	6.075	28.53987	83.04276
XP_010918053.2	8.521	42.31681	55.87371
XP_010924285.2	9.591	35.3247	59.66265
XP_010933774.1	5.278	89.54625	68.82677
XP_010916995.1	4.267	21.28336	127.9705
XP_010935559.2	4.511	12.53696	204.8596
XP_010933405.1	6.498	53.61859	59.89818
XP_010935184.1	6.181	22.49634	97.49588
XP_010909183.1	6.384	35.00945	55.18443
XP_010933782.1	5.053	29.61366	139.1864
XP_010939838.1	4.969	32.26683	1603.94
XP_010938343.1	5.325	16.97445	307.5454
XP_010909709.1	8.097	24.75276	68.06759
XP_010924482.1	8.809	39.9047	528.3416
XP_010928757.1	5.815	131.6618	110.4883
XP_019701913.1	7.959	15.421	66.304
XP_010906118.1	10.687	30.22007	183.3677
XP_010934664.1	7.892	55.04255	51.16997
XP_019704042.1	5.069	67.00207	231.4584
XP_019703151.1	10.868	7.63146	226.5607
XP_010914972.1	4.464	14.17118	79.56279
XP_010934541.1	9.527	12.29517	56.34875
XP_010942745.1	4.302	46.99423	57.40076
XP_010929713.1	4.619	21.44592	83.01715
XP_010935033.1	6.547	16.50526	73.22994
XP_010943399.1	8.42	32.26721	77.17956
XP_010937888.1	4.777	24.72071	72.89429
XP_019703325.1	8.395	50.91815	57.54704
XP_010941042.1	10.746	17.16621	362.9396
XP_010909478.1	9.426	12.97858	131.8512
XP_010916257.1	7.6	42.38033	820.2052
XP_019708677.1	7.368	7.57783	164.1972
XP_010920474.1	6.475	17.02722	233.4436
XP_010942621.1	6.146	15.72244	123.994
XP_010935192.1	6.943	45.25376	279.6917
XP_010940765.1	9.418	10.68905	10546.5
XP_010915365.1	6.859	27.07483	557.0686
XP_010914044.1	6.51	44.5108	143.6227
XP_010939287.1	6.514	52.7357	357.7466
XP_010941024.1	4.921	58.36471	51.15951
XP_010942935.1	7.259	11.44668	257.9115
XP_010923172.2	5.02	51.9449	147.252
XP_010929007.1	5.729	19.86743	57.26071
XP_010937748.1	11.677	11.40938	132.9459
XP_010910048.1	4.836	52.05137	91.15301
XP_010936482.1	9.493	8.93339	299.7278
XP_010928351.1	6.515	125.0507	92.5273
XP_010937804.1	9.336	49.26614	137.3792
XP_010932338.1	9.89	18.02162	62.93591
XP_019708009.1	7.816	81.7869	67.64698
XP_010913135.1	10.303	13.90925	4156.485
XP_010915883.1	7.54	34.95926	263.0443
XP_010936500.1	5.68	17.35558	57.26925
XP_010935636.1	5.397	38.2203	180.1364
XP_019703821.1	5.311	29.34395	53.16526
XP_010929893.1	6.012	40.71906	130.93
XP_010915607.2	6.667	39.4776	99.68481
XP_010913063.1	5.547	48.32646	165.4374
XP_010921894.1	5.842	34.42969	69.53365
XP_019706253.1	5.028	32.44736	314.9556
XP_010916468.1	5.738	70.11474	153.607
XP_019704117.1	4.949	53.62899	105.971
XP_010919615.1	6.715	43.53619	51.07343
XP_010910507.1	4.41	14.81732	347.9537
XP_019707755.1	10.061	8.85255	59.00616
XP_010905271.1	7.854	18.33331	120.1394
XP_010937182.1	9.307	24.93444	61.94496
XP_010926078.1	8.478	53.63475	76.50848
XP_010934754.1	10.398	23.79512	86.2881
XP_010915081.2	10.541	85.24905	358.9237
XP_010913626.1	5.896	39.10381	627.6883
XP_010928857.1	6.057	47.83516	97.12289
XP_010916154.1	9.733	10.95967	262.1971
XP_010927316.1	9.246	10.34503	61.94788
XP_010905162.2	9.381	50.85559	89.68564
XP_010905378.1	5.275	9.68309	92.23395
XP_010914334.1	6.344	44.32809	107.2312
XP_010940493.1	9.335	55.91689	73.26493
XP_010918518.1	4.484	29.13017	282.7109
XP_010906799.1	5.533	30.81558	61.59958
XP_010932347.1	4.712	43.19293	268.2965
XP_010921201.1	5.639	100.82604	50.79148
XP_010914459.1	10.036	17.8444	1120.824
XP_019706487.1	11.703	20.99186	63.54525
XP_010916292.1	5.871	59.54892	112.5001
XP_019711090.1	8.197	28.0214	143.6384
XP_010912446.1	5.274	35.41308	51.04856
XP_010911938.1	8.067	28.32649	65.9402
XP_010929780.1	4.733	76.71495	82.73512
XP_010928628.2	9.897	17.56256	150.2373
XP_019705745.1	7.699	66.5473	71.12805
XP_010917423.1	5.905	21.27708	123.9464
XP_010928661.1	11.677	11.40938	1112.909
XP_019703405.1	6.841	23.84845	99.12085
XP_010911177.1	7.505	38.27552	61.58776
XP_010919646.1	6.311	46.68553	84.59474
XP_010906763.1	5.229	29.28835	158.271
XP_010921785.1	6.21	17.41205	286.6399
XP_010937676.1	10.335	16.97984	478.1642
XP_010911525.2	5.27	27.49152	141.7728
XP_010937168.1	4.685	25.13397	61.36795
XP_010936284.1	4.271	14.72026	469.1106
XP_010911346.1	5.837	28.98506	84.01043
XP_010921349.1	10.075	17.68863	505.6786
XP_010931659.1	9.817	14.20824	872.9054
XP_010910424.1	6.318	36.96029	142.2244
XP_010939646.1	11.269	29.90893	153.9133
XP_010917850.1	6.496	86.99961	177.0955
XP_010913512.1	8.19	57.82158	54.69893
XP_010918491.1	9.881	41.31955	119.5509
XP_010913887.2	5.069	66.85996	204.9863
XP_010921183.1	7.502	30.07729	58.33699
XP_010922577.1	4.647	24.15479	108.9838
XP_019710188.1	6.4	42.02365	104.0449
XP_010929323.1	5.866	77.44348	50.54657
XP_010936248.1	9.449	56.60414	68.60461
XP_010935526.1	8.741	9.22003	144.6211
XP_010907619.2	8.767	27.90255	74.98492
XP_010939880.1	7.941	24.02221	234.9738
XP_010906988.1	4.178	19.54257	84.66586
XP_010926342.1	5.273	35.3617	206.7657
XP_010923630.1	4.913	46.47788	58.9357
XP_010909100.1	9.674	28.32604	157.9716
XP_010943275.1	5.331	53.53457	202.5324
XP_010933968.2	6.024	58.06184	174.336
XP_010935489.1	7.198	37.98538	153.1722
XP_010905855.1	6.971	21.73913	57.047
XP_010936430.1	8.795	15.92169	439.2443
XP_010929106.1	8.439	46.53832	216.768
XP_019710045.1	9.539	14.54476	250.3741
XP_010912987.1	11.254	18.28148	105.0606
XP_010938052.1	10.785	25.47583	335.021
XP_010912480.1	8.925	16.54262	72.96274
XP_010908606.1	6.273	33.15082	58.87454
XP_010938384.1	9.817	14.42355	323.6375
XP_010912542.1	9.449	26.75342	61.92285
XP_010916935.1	5.705	9.45888	97.89731
XP_019703510.1	8.23	7.13034	89.06359
XP_010937827.1	9.381	25.18741	113.386
XP_010925935.1	10.179	20.90895	163.7846
XP_019708051.1	8.078	22.74906	54.08708
XP_010937096.1	6.279	28.96724	120.7389
XP_010923580.1	4.973	18.90337	93.06223
XP_010923882.1	5.138	44.4517	235.5915
XP_010915345.1	11.043	15.67052	70.46317
XP_010912304.1	4.567	27.71618	67.52494
XP_010919474.1	8.628	62.55405	219.9002
XP_010912064.1	5.197	44.32966	114.7877
XP_010937349.1	5.831	36.88481	73.74276
XP_010916783.1	11.582	31.53506	79.28762
XP_010940622.1	5.254	61.16604	60.93771
XP_010916034.1	5.826	40.50288	95.75613
XP_010933076.1	6.053	47.78651	119.4339
XP_010940916.1	9.731	76.67551	84.63632
NP_001306845.1	4.522	24.3797	827.9422
XP_010906272.1	9.873	8.63909	669.4369
XP_010934760.1	10.805	9.85961	863.0081
XP_010905213.2	9.933	42.38749	55.96361
XP_010908559.2	7.877	61.53154	92.65011
XP_010928552.1	5.717	48.96627	73.7805
XP_010930905.1	9.881	20.09371	512.5712
XP_010919083.1	8.202	18.07859	105.4358
XP_010931638.2	9.11	19.18193	1254.662
XP_010937336.1	9.503	50.15931	59.49557
XP_010920897.1	8.536	25.39364	50.39618
XP_010922185.1	4.687	22.79358	85.49667
XP_010937601.1	11.007	23.65014	79.18533
XP_019702612.1	8.975	13.1013	50.08117
XP_010942132.1	4.489	41.26791	95.99066
XP_010941849.1	4.735	41.03778	377.6564
XP_010931141.1	9.831	18.86515	56.59059
XP_010921097.1	9.634	20.428	107.9768
XP_010921318.1	5.303	57.17056	67.04365
XP_010919104.1	5.786	90.56253	82.77929
XP_010922398.1	5.811	38.62631	53.90732
XP_010913319.1	9.352	19.40259	181.251
XP_010937076.1	10.58	22.9474	186.7366
XP_010932315.1	5.471	19.88118	72.87531
XP_019708394.1	8.509	68.90015	50.32592
XP_010925875.1	9.088	78.99708	132.3636
XP_010932030.1	6.497	35.38507	263.4053
XP_010929304.1	8.32	54.06468	137.8566
XP_010906406.1	7.563	58.2299	72.79647
XP_010938744.1	5.536	25.81678	51.46025
XP_010924972.1	9.842	53.08898	110.6996
XP_010937847.1	7.98	80.97555	83.74383
XP_010927378.1	7.034	42.15912	75.57316
XP_010939348.1	7.755	33.44447	129.1566
XP_019706374.1	6.873	78.12741	194.8567
XP_010909925.1	8.815	85.10038	658.1003
XP_010924595.1	8.345	45.88004	143.6159
XP_010909800.1	4.896	73.34079	165.697
XP_019708606.1	8.576	36.70382	71.05151
XP_010909118.1	5.882	63.14278	143.1465
XP_019704975.1	6.372	58.23221	74.00833
XP_010924770.1	9.335	27.19993	102.1983
XP_010916367.1	9.029	17.83042	72.4985
XP_010916474.1	4.911	51.38236	50.38305
XP_010913637.1	5.229	41.19784	425.0537
XP_010938678.1	4.218	22.07245	259.9315
XP_010929553.1	5.838	31.95321	340.5928
XP_010930891.1	9.631	9.58702	369.2184
XP_010917093.1	10.872	15.10684	50.34814
XP_010927829.1	7.888	45.2975	57.97749
XP_010934075.1	5.737	40.71883	70.76481
XP_010932239.1	4.6	30.6248	73.59643
XP_010936108.1	10.006	17.2369	59.80858
XP_010940076.1	7.172	17.5255	56.17541
XP_010908000.1	5.715	23.27659	84.05506
XP_010938162.1	5.691	43.25708	50.55575
XP_010937965.1	5.168	17.12121	104.444
XP_010919692.1	5.41	33.95092	153.558
XP_019707628.1	10.39	28.6458	349.5343
XP_010928022.1	9.51	15.57731	111.6249
XP_010930346.1	8.272	49.47496	106.384
XP_010913595.1	4.15	9.90897	50.04913
XP_010919356.1	7.139	26.04915	663.2728
XP_010906422.1	4.67	20.97199	69.27116
XP_010934730.1	9.459	22.91677	70.4175
XP_010943658.1	6.638	20.7218	370.1444
XP_010938796.1	7.906	48.39895	535.6252
XP_019710461.1	5.04	49.496	233.957
XP_010928035.2	6.71	26.11274	110.6331
XP_010943477.1	7.698	41.78275	82.92331
XP_010925927.1	4.811	21.79069	119.896
XP_010931340.1	9.376	50.95791	50.8715
XP_010924074.1	5.193	62.33862	56.92471
XP_010925616.1	7.948	31.48249	190.0581
XP_010913086.1	5.039	49.88879	355.9295
XP_010916095.1	9.181	22.17802	85.88887
XP_010927504.1	4.838	49.05218	75.6131
XP_019711313.1	6.097	23.57627	195.9179
XP_010916136.1	6.254	27.7859	51.30704
XP_010938904.1	7.304	36.6132	50.81111
XP_010913137.1	9.065	17.04641	62.45779
XP_010927314.1	10.362	35.81116	202.863
XP_010932603.1	5.211	23.37354	56.21878
XP_010943210.1	6.203	38.77892	91.92696
XP_010931827.1	8.953	12.63143	414.1615
XP_010917225.1	5.765	37.24399	273.6434
XP_010940640.1	7.697	32.85399	84.94618
XP_010939529.1	10.558	23.00554	142.2462
XP_019703063.1	4.968	88.47371	80.61157
XP_010931395.1	8.479	26.32733	63.57245
XP_010929081.1	9.403	16.85691	386.9916
XP_010917328.1	9.764	22.58138	73.76933
XP_010927119.1	7.328	11.35929	66.17057
XP_010937116.1	9.196	29.21997	67.72102
XP_010928565.1	9.781	20.47223	53.91063
XP_010926133.1	4.853	44.8388	68.42166
XP_010922462.1	9.592	98.58395	80.7115
XP_010943010.1	4.871	34.88354	570.6873
XP_010921881.1	8.702	12.42703	77.69669
XP_010917040.1	10.171	29.06208	86.79915
XP_010931892.1	10.745	9.09023	94.13294
XP_010936423.1	6.335	40.52248	70.56733
XP_010943781.1	10.223	14.67328	953.7609
XP_010918433.1	5.277	35.16727	127.2164
XP_010925925.1	10.716	15.62564	85.20912
XP_010939419.1	7.529	44.42435	73.10812
XP_010919127.1	9.381	19.09332	97.70442
XP_010928762.1	7.661	69.76775	76.13962
XP_019707184.1	4.251	4.7836	211.6855
XP_010923104.1	4.852	31.53183	81.41535
XP_010924128.1	6.719	35.81536	77.2674
XP_010930307.1	8.138	37.22956	70.22662
XP_010923942.1	7.411	25.6695	117.8061
XP_010930597.1	8.56	8.97456	119.4987
XP_010939184.1	9.193	40.03216	55.26699
XP_010937498.1	5.929	38.25249	105.2412
XP_010910266.1	9.789	16.69344	129.4381
XP_010930643.1	5.246	72.63558	51.33953
XP_010929040.1	9.26	35.35814	58.65396
XP_010928993.1	4.464	25.7493	141.8098
XP_010920385.2	5.303	55.06214	147.0694
XP_010915631.1	8.511	75.51604	68.72818
XP_010914656.1	5.628	57.17201	95.07394
XP_010937274.1	4.766	41.02744	131.3776
XP_010937063.1	6.252	21.09133	53.23255
XP_010924354.1	8.302	37.81715	97.03969
XP_010942212.1	4.668	37.91912	111.3194
XP_010921013.2	8.024	76.74181	51.05552
XP_010921697.1	7.786	21.05081	51.27241
XP_010913235.1	9.877	52.54051	53.17608
XP_010941328.1	4.419	18.29455	187.7807
XP_010927719.1	10.786	20.64278	200.8851
XP_010933323.1	6.359	13.34713	130.181
XP_010910098.1	9.697	30.67704	135.1823
XP_010907983.1	4.34	14.20312	356.0269
XP_010940315.1	9.729	20.93601	125.8118
XP_010918775.1	6.52	13.79962	61.10981
XP_010943182.1	7.426	62.20767	96.61929
XP_019709059.1	7.179	12.11079	331.9011
XP_010934499.1	9.022	15.75034	111.5315
XP_010933391.1	8.842	19.08225	63.82306
XP_010942646.1	7.206	29.77846	67.30593
XP_019702341.1	5.778	65.75719	89.06537
XP_010942888.1	4.937	39.05968	66.69662
XP_010934528.1	8.005	80.25221	61.10482
XP_010934097.1	7.503	35.02066	120.076
XP_010919233.1	4.836	41.44862	115.4457
XP_010936718.1	10.207	20.82918	85.46101
XP_010911246.1	5.06	51.68186	158.6422
XP_010939132.1	7.315	22.38464	76.97832
XP_010932332.1	9.502	34.76281	81.25948
XP_010935331.1	11.677	11.40938	166.8999
NP_001306839.1	6.508	24.46485	131.8605
XP_010912738.1	6.447	31.6507	58.07123
XP_019705686.1	7.905	49.25964	61.95488
XP_010910504.1	9.266	49.35515	393.0071
XP_010909258.1	7.926	22.23618	252.6988
XP_010920871.1	8.606	23.19516	97.06709
XP_019703028.1	7.677	80.26304	104.8558
XP_019704787.1	9.93	27.44627	861.7967
XP_010911233.2	4.445	41.33068	53.44551
XP_010921179.1	6.933	53.65041	129.5642
XP_010935455.1	7.227	71.6559	73.43981
XP_010922467.1	4.982	34.95314	291.4404
XP_010943879.1	5.858	46.12109	53.07626
XP_010932104.1	9.246	10.35906	84.45124
XP_010928487.1	10.303	13.87923	1251.451
XP_010930884.1	8.05	74.68094	120.4036
XP_010904575.1	9.954	15.10295	97.63393
XP_010926113.1	7.512	66.18865	50.86997
XP_010920003.1	4.641	29.45593	78.96778
XP_010908007.1	5.443	12.93641	131.9903
XP_010929435.1	9.388	47.73437	82.04321
XP_019705466.1	8.308	190.28315	127.8771
NP_001290536.1	6.639	20.70777	159.2792
XP_010932308.1	5.135	75.16604	94.72911
XP_010927756.1	9.049	67.81047	261.7194
XP_010924200.1	9.37	25.25993	56.19977
XP_010922390.1	8.158	18.43108	169.3
XP_010920091.1	10.257	27.1883	95.78703
XP_010931694.1	7.151	18.70071	676.5176
XP_010924475.1	7.401	37.81158	151.205
XP_019710323.1	5.39	11.63967	335.7811
XP_010937646.1	5.069	71.02652	137.7655
XP_010911642.2	10.931	16.57947	570.4429
XP_010940460.1	7.083	25.88998	206.8719
XP_010913940.1	7.747	18.0215	206.1391
XP_010937157.1	4.644	22.65416	102.0981
XP_010910929.1	6.265	77.24457	52.28091
XP_010927509.1	4.65	34.78555	260.7481
XP_010922866.1	4.182	47.75234	54.94527
XP_010926112.1	5.432	63.62638	123.1093
XP_010933703.1	7.904	51.28039	146.7058
XP_010919114.1	10.869	31.24308	90.40774
XP_010909683.1	8.447	22.43495	197.0086
XP_019704769.1	10.047	8.5747	54.15297
XP_010941232.1	8.469	17.18846	70.10882
XP_010930322.1	6.773	17.46214	76.0626
XP_010940953.1	9.276	34.75817	274.6802
XP_010927492.1	6.196	31.19725	190.9783
XP_010927327.1	7.06	24.49781	96.10369
XP_010917182.1	9.861	20.96067	68.19727
XP_010937813.1	11.103	14.35762	110.5478
XP_010922279.1	6.453	23.68105	308.7531
XP_010939631.1	8.008	35.50957	923.6761
XP_010921658.1	9.864	13.68941	52.65573
XP_019703600.1	9.136	64.67389	208.6093
XP_010938260.1	4.95	34.8298	327.5775
XP_010933649.1	6.202	24.9832	2952.424
XP_010921802.1	5.26	24.15364	465.8162
XP_010927863.1	8.645	17.40075	141.1754
XP_010916084.1	4.384	24.38868	101.1841
XP_010925512.1	4.778	42.06083	174.1253
XP_010932164.1	8.253	24.35685	233.7238
XP_010913656.1	11.677	11.45147	315.2946
XP_019708327.1	5.299	40.49166	59.90261
XP_010915300.1	5.889	22.28809	224.9608
XP_019705790.1	8.106	8.54884	7139.088
XP_010938545.1	10.068	48.24584	157.3578
XP_010928065.1	8.998	35.80741	95.59137
XP_010934108.1	9.142	38.48474	78.6812
XP_010916198.1	7.583	19.6204	75.03091
XP_010921912.1	10.004	23.62982	113.9124
XP_010925680.1	7.25	57.1598	186.9953
XP_010919818.1	5.243	47.96919	75.70632
XP_010926507.1	8.338	6.92102	104.3496
XP_010936841.1	5.978	36.47237	88.56117
XP_010922084.1	5.892	55.11213	59.68341
XP_019701729.1	10.533	33.54728	56.47874
XP_010930033.1	10.315	26.25643	754.6682
XP_010942023.1	6.814	69.76599	77.62541
XP_010924466.1	9.384	33.45073	82.62807
XP_010910605.1	10.378	16.53632	206.9611
XP_010907633.1	9.944	11.95188	94.48055
XP_010914263.1	7.528	16.55968	407.9205
XP_010929997.1	4.166	42.1232	57.00559
XP_010930808.1	7.847	53.5706	550.1068
XP_010920787.1	10.106	47.65998	154.5607
XP_010920723.1	5.609	38.65527	355.2223
XP_010925789.1	8.92	29.88543	136.6752
XP_010942137.1	8.498	27.80156	84.06115
XP_010921267.1	9.198	68.79398	62.39815
XP_010927868.1	8.192	32.69715	183.6759
XP_010932133.1	5.89	72.86798	98.17248
XP_010930338.2	5.181	40.46474	76.02709
XP_010908089.1	9.069	32.80425	153.0688
XP_010925249.1	4.883	18.81193	229.486
XP_019710178.1	9.054	126.03181	234.0332
XP_019710458.1	5.058	52.47246	185.4402
XP_010919400.2	9.862	21.03059	55.33841
XP_010925730.1	5.602	54.17216	571.2229
XP_010931257.1	5.649	42.12675	51.75949
XP_010925569.1	9.71	27.03949	376.6979
XP_010941077.1	8.08	42.04211	165.303
XP_010931953.1	5.881	25.20874	672.6184
XP_010930885.1	8.05	74.68094	77.09751
XP_010919190.1	5.043	25.70611	117.8626
XP_010906458.1	6.369	13.64236	128.6809
XP_010911687.1	9.083	16.44457	841.5123
XP_010938589.1	7.582	27.73282	57.40321
XP_010913679.1	6.589	105.27725	111.5016
XP_010929694.1	8.684	30.11142	90.31729
XP_019706079.1	8.947	7.43172	50.84482
XP_010939113.1	8.244	39.248	116.9413
XP_010942585.1	8.37	37.86549	78.4294
XP_010934353.2	8.198	47.61928	196.6769
XP_010910574.1	4.877	33.64176	64.77005
XP_010906611.1	7.664	26.18238	53.42098
XP_010911257.2	6.713	35.88118	89.56043
XP_010931145.1	5.715	21.34627	106.9619
XP_010918502.1	4.937	70.43674	271.7464
XP_010929957.1	5.785	47.86327	51.84772
XP_010905171.1	8.796	31.0495	613.2758
XP_010914928.2	9.59	62.96016	91.17692
XP_010933776.1	4.948	25.19019	699.695
XP_010928548.1	7.361	58.14462	60.99948
XP_019704792.1	11.157	21.77663	58.40322
XP_010931520.1	5.459	14.45873	166.8752
XP_019706266.1	5.223	43.86636	75.54572
XP_010931419.1	8.18	19.75229	275.2311
XP_010920798.1	6.056	65.15581	64.26402
XP_010907426.1	6.189	25.05559	902.2888
XP_010938374.1	11.711	21.07295	287.5509
XP_010917262.1	5.185	39.28848	71.32808
XP_010910886.1	6.151	46.52298	66.04534
XP_010910958.1	9.332	38.38559	88.79351
XP_010916493.1	10.602	27.61208	60.29274
XP_010943678.1	11.121	20.10873	210.6661
XP_010928417.1	8.363	61.47003	52.20956
XP_010935341.1	5.049	40.80004	214.8181
XP_010942403.1	9.133	25.50244	60.93043
XP_010906188.1	6.261	20.48472	1523.823
XP_010921358.1	4.757	47.76134	77.88142
XP_010939746.1	7.838	12.04989	155.6223
XP_010942599.1	7.85	8.85984	71.5476
XP_010922976.1	4.911	40.39319	54.42457
XP_010926499.1	11.075	16.99078	57.00052
XP_010932270.1	8.553	39.68691	61.08391
XP_010943432.1	8.19	12.66405	111.6622
XP_010920396.2	8.494	47.76562	101.494
XP_010922964.2	9.97	40.67545	72.28051
XP_010943195.1	4.687	36.1338	99.17904
XP_010912838.1	4.67	20.26708	63.9326
NP_001291354.1	6.967	24.57936	539.8264
XP_010928775.1	8.681	60.23486	52.49275
XP_010938694.1	5.738	15.1738	59.122
XP_010924503.1	8.406	50.68847	700.7639
XP_010924161.1	5.9	61.98617	61.6707
XP_010932207.1	7.862	54.61873	94.14088
XP_010921623.1	7.694	24.01309	185.5353
XP_019709000.1	11.03	32.63308	72.02902
XP_010937382.1	10.934	28.33823	778.7496
XP_010943413.1	8.033	28.89339	52.00119
XP_010909117.1	5.917	47.75098	60.39248
XP_019704041.1	5.703	76.1759	156.5406
XP_010910639.1	5.211	65.1453	181.3208
XP_010942061.1	6.937	47.60164	176.1398
XP_010912230.1	5.834	47.42797	64.64617
XP_010933983.1	6.3	53.52524	80.25295
XP_010941023.1	4.572	35.1905	53.42529
XP_010921134.1	5.419	24.09265	70.95635
XP_010904755.1	8.019	60.14982	56.22948
XP_010926040.1	8.727	17.7813	80.86383
XP_019704978.1	8.761	23.13324	579.5674
XP_019703381.1	11.203	7.17206	698.7359
XP_010926238.2	8.602	15.74819	134.604
XP_010938033.1	7.799	29.97933	75.39008
XP_010925636.1	5.407	35.60596	184.3758
XP_010936850.1	3.995	16.97884	250.1715
XP_010910617.1	8.916	11.58621	50.8481
XP_010912630.1	6.252	41.09634	5955.916
XP_019709324.1	11.304	28.23749	230.185
XP_019705480.1	8.908	8.33562	217.9961
XP_019711148.1	6.505	14.16877	12394.57
XP_010915988.1	4.872	16.39053	149.328
XP_010930946.2	6.54	35.48506	53.41533
XP_010940880.1	7.524	37.0172	217.546
XP_019701871.1	10.134	6.38642	277.0416
XP_010917520.1	7.053	39.89421	86.14991
XP_010913621.1	5.082	17.52952	59.40538
XP_010913169.1	9.875	42.35675	63.61184
XP_010923398.1	8.822	47.531	80.26427
XP_010919788.2	10.729	38.10115	416.3878
XP_010939684.1	8.232	59.54797	71.87201
XP_010914470.1	9.065	14.27393	125.8118
XP_010907383.1	5.218	27.9072	108.0787
XP_019702378.1	11.345	25.46932	414.1991
XP_010929421.1	8.755	34.26139	138.5642
XP_010909852.1	9.501	56.07459	226.8953
XP_010940743.2	6.669	76.12122	55.29881
XP_010934341.1	5.765	17.34418	68.72547
XP_010919942.1	9.453	24.17357	78.7497
XP_010935335.1	5.684	51.89082	53.04192
NP_001306843.1	5.656	41.02722	83.70972
XP_010920080.1	8.469	26.33906	130.6579
XP_010936723.1	6.287	13.31611	61.48022
XP_010935915.1	9.967	21.10783	304.3475
XP_010922928.1	6.695	38.10376	173.4179
XP_010936032.1	10.688	15.03079	240.4442
XP_010907605.1	5.127	33.11777	68.41619
XP_010906606.1	8.763	10.96226	222.1456
XP_010938721.2	9.599	37.40207	57.48611
XP_010931938.1	9.556	9.72425	301.3923
XP_010912703.1	6.29	41.19384	62.3873
XP_010935901.1	5.993	35.4598	64.96918
XP_010923196.1	7.298	9.46795	85.68102
XP_010921543.1	6.1	32.47652	346.9659
XP_019707813.1	10.144	9.21936	80.38663
XP_010943947.1	10.044	13.40011	1706.013
XP_010909567.1	5.912	19.45523	176.5623
XP_010912113.1	7.004	23.20832	74.18551
XP_010931017.1	7.411	25.6695	2468.756
XP_019709389.1	10.16	12.09116	66.25401
XP_010940175.1	8.712	86.08283	69.72584
XP_010917293.1	6.125	81.18886	58.71325
XP_010936171.1	7.973	27.54446	64.44923
XP_010922924.1	6.639	20.73579	253.9726
XP_019707496.1	5.473	20.80352	99.64751
XP_010920725.1	5.232	41.61866	63.2995
XP_010907349.1	8.636	48.55691	85.21883
XP_010937214.1	7.254	32.57078	52.68002
XP_010921363.1	7.96	22.35472	116.5055
XP_010911059.1	6.453	28.63178	52.18394
XP_010917454.1	9.056	27.70621	183.2462
XP_010936744.2	8.153	42.32388	60.19995
XP_010928790.1	7.832	19.47403	52.47083
XP_010912585.1	7.727	43.42803	79.60928
XP_010923050.1	9.065	18.52853	58.98359
XP_010909970.1	7.695	25.9374	98.56481
XP_010936554.1	4.662	35.25492	68.8209
XP_010936991.1	4.16	15.36628	2337.81
